"TestCaseID","Module","Screen","Route","TaskID","Title","Type","Priority","Precondition","Steps","TestData","ExpectedResult"
"TC-037-01","Teacher","Bài học","/lesson/{id}","037","Load bài học thành công","Functional","High","id=5 tồn tại","1. Truy cập `/lesson/5`","GET /api/teacher/lesson-plans/5 trả 200","Hiển thị đầy đủ breadcrumb, tiêu đề ""Hello! - Getting to know you"", 4 LessonStatRow, mục tiêu, tài liệu, hoạt động"
"TC-037-02","Teacher","Bài học","/lesson/{id}","037","Nhấn ""Bắt đầu giảng bài"" thành công","Functional","High","Chưa có session đang diễn ra cho bài học này","1. Click nút ""Bắt đầu giảng bài""","POST /api/teacher/lesson-sessions, body: {lesson_plan_id:5, class_id:10, scheduled_at:...} trả 201 {session_id:101, status:""in_progress""}","Tạo session thành công, điều hướng sang `/lesson-session/101`"
"TC-037-03","Teacher","Bài học","/lesson/{id}","037","Nhấn ""Bắt đầu giảng bài"" thất bại","Error-Handling","High","Giả lập lỗi server khi tạo session","1. Click nút ""Bắt đầu giảng bài"" | 2. Giả lập POST /api/teacher/lesson-sessions trả lỗi (500)","HTTP 500","Hiển thị Toast error, không điều hướng, không tạo session"
"TC-037-04","Teacher","Bài học","/lesson/{id}","037","Ghi chú cá nhân auto-save","Functional","High","Tab Tổng quan / LessonSidebar hiển thị","1. Nhập nội dung vào ô ""Ghi chú cá nhân"" | 2. Dừng gõ trong 2 giây","PUT /api/teacher/lesson-plans/5/note, body: {note:""...""} trả 200 {success:true}","Sau 2s không gõ, tự động gọi API lưu, hiển thị chữ ""Đã lưu"""
"TC-037-05","Teacher","Bài học","/lesson/{id}","037","Download tài liệu sử dụng","Functional","Medium","Bài học có tài liệu đính kèm","1. Trong mục ""Tài liệu sử dụng"", click nút download 1 file","materials: [{name:""Flashcards.pdf"", url:""https://...""}]","File được tải về thành công"
"TC-037-06","Teacher","Bài học","/lesson/{id}","037","Click tab ""Học viên""","Functional","Medium","Đang ở màn hình bài học","1. Click tab ""Học viên""","N/A","Hiển thị danh sách học viên của lớp (student_count=45)"
"TC-037-07","Teacher","Bài học","/lesson/{id}","037","Click tab ""Tài liệu""","Functional","Medium","Đang ở màn hình bài học","1. Click tab ""Tài liệu""","N/A","Hiển thị danh sách file đính kèm"
"TC-037-08","Teacher","Bài học","/lesson/{id}","037","Bài học không tồn tại","Error-Handling","High","id không tồn tại","1. Truy cập `/lesson/99999`","GET /api/teacher/lesson-plans/99999 trả 404","Hiển thị trang lỗi 404"
"TC-037-09","Teacher","Bài học","/lesson/{id}","037","Đã có session đang diễn ra","Functional","High","Có session in_progress cho bài học này","1. Truy cập `/lesson/5` khi đã tồn tại session đang diễn ra","session status=in_progress","Nút hiển thị ""Tiếp tục buổi học"" thay vì ""Bắt đầu giảng bài"""
"TC-037-10","Teacher","Bài học","/lesson/{id}","037","Click tab ""Kiểm tra""","Functional","Low","Đang ở màn hình bài học","1. Click tab ""Kiểm tra""","N/A","Hiển thị nội dung tab Kiểm tra"
"TC-037-11","Teacher","Bài học","/lesson/{id}","037","Click tab ""Điểm""","Functional","Low","Đang ở màn hình bài học","1. Click tab ""Điểm""","N/A","Hiển thị nội dung tab Điểm"
"TC-037-12","Teacher","Bài học","/lesson/{id}","037","Click tab ""Ghi chú""","Functional","Low","Đang ở màn hình bài học","1. Click tab ""Ghi chú""","N/A","Hiển thị nội dung tab Ghi chú"
"TC-037-13","Teacher","Bài học","/lesson/{id}","037","LessonStatRow hiển thị đúng 4 chỉ số","UI-Validation","Medium","stats trả đủ dữ liệu","1. Quan sát 4 stat card đầu trang","sessions_done=5, sessions_total=4, student_count=45, completion_rate=80","Hiển thị đúng: Số buổi đã dạy 5, Số buổi học 4, Học viên 45, % Hoàn thành 80%"
"TC-037-14","Teacher","Bài học","/lesson/{id}","037","ActivityTimeline hiển thị đúng các hoạt động","Functional","Medium","activities có 4 mục","1. Quan sát mục ""Hoạt động trong bài""","Pronunciation 5 phút, Vocabulary 10 phút, Grammar 10 phút, Speaking Practice 10 phút","Mỗi hoạt động hiển thị icon, tên, thời lượng, nội dung mô tả đúng dữ liệu"
"TC-037-15","Teacher","Bài học","/lesson/{id}","037","LessonSidebar hiển thị đúng thông tin bài học","UI-Validation","Medium","Dữ liệu class_name, level, start_date, end_date","1. Quan sát panel phải ""Thông tin bài học""","class_name=""Starters 2A"", level=""Beginner"", start_date=""2025-04-01"", end_date=""2025-05-30""","Hiển thị đúng lớp, cấp độ, ngày bắt đầu, ngày kết thúc"
"TC-037-16","Teacher","Bài học","/lesson/{id}","037","Donut chart tiến độ hiển thị đúng %","UI-Validation","Low","completion_rate=80","1. Quan sát donut chart ""Tiến độ"" trong sidebar","completion_rate=80","Donut chart hiển thị đúng 80%"
"TC-037-17","Teacher","Bài học","/lesson/{id}","037","API lưu ghi chú thất bại","Error-Handling","Medium","Giả lập lỗi server","1. Nhập nội dung ghi chú, dừng gõ 2s | 2. Giả lập PUT /api/teacher/lesson-plans/5/note trả 500","HTTP 500","Không hiển thị ""Đã lưu"", hiển thị thông báo lỗi cho người dùng"
"TC-037-18","Teacher","Bài học","/lesson/{id}","037","Nút edit chỉ hiển thị khi có quyền","Permission","Medium","Tài khoản không có quyền chỉnh sửa","1. Đăng nhập tài khoản không có quyền edit | 2. Truy cập `/lesson/5`","N/A","Nút edit trên LessonHeader không hiển thị"
"TC-037-19","Teacher","Bài học","/lesson/{id}","037","API lấy chi tiết giáo án lỗi","Error-Handling","High","Giả lập lỗi server","1. Giả lập GET /api/teacher/lesson-plans/5 trả 500 | 2. Truy cập `/lesson/5`","HTTP 500","Hiển thị thông báo lỗi, trang không crash"
"TC-037-20","Teacher","Bài học","/lesson/{id}","037","Không có tài liệu đính kèm","Edge-Case","Low","materials rỗng","1. Truy cập bài học không có tài liệu | 2. Click tab ""Tài liệu""","materials: []","Tab Tài liệu hiển thị trạng thái rỗng (empty state)"
"TC-038-01","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Load trang điểm danh với buổi học hiện tại","Functional","High","GV đã đăng nhập, lớp Starters 2A có buổi học 15/05/2025","1. Truy cập `/classroom/10/attendance` | 2. Quan sát header, stats, grid HV","class_id=10, date=2025-05-15","Gọi `GET /api/teacher/attendance?class_id=10&date=2025-05-15`; hiển thị đúng thông tin lớp (Starters 2A, Phòng 01, Thứ 2 4 6, 08:00, 24 học viên), grid 24 HV với avatar và trạng thái, stats Có mặt 20 / Vắng 2 / Muộn 2 / Tổng 24 khớp `summary`"
"TC-038-02","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Toggle trạng thái điểm danh của một học viên","Functional","High","Đã load trang với HV có status hiện tại","1. Click nút trạng thái của HV ""Trần Thị Bích"" (status=null) | 2. Chọn ""A"" (Absent)","student_id=2, status=absent","Trạng thái HV chuyển thành Absent (đỏ) ngay lập tức (optimistic update), số liệu ở AttendanceSummary (Vắng) tăng thêm 1, donut chart cập nhật lại tỷ lệ"
"TC-038-03","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Đánh dấu có mặt tất cả","Functional","High","Đã load trang, một số HV chưa chấm hoặc có trạng thái khác","1. Click nút ""✓ Đánh dấu có mặt tất cả""","—","Toàn bộ HV trong grid chuyển trạng thái = Present, stats Có mặt = 24, Vắng/Muộn = 0"
"TC-038-04","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Nút Reset đưa điểm danh về mặc định","Functional","Medium","Đã có thay đổi trạng thái một số HV","1. Điểm danh vài HV khác Present | 2. Click nút ""Reset""","—","Toàn bộ HV trở về trạng thái mặc định (Present hoặc trạng thái ban đầu từ API), stats khớp lại"
"TC-038-05","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Lưu điểm danh thành công","Functional","High","Tất cả 24 HV đã được điểm danh","1. Điểm danh đủ 24 HV | 2. Nhập ghi chú buổi học ""Lớp học tốt, 2 em vắng không phép"" | 3. Click ""Lưu điểm danh""","records[24], note","Gọi `POST /api/teacher/attendance` với class_id, session_id, date, records[], note; response 200 `{success:true, saved_count:24}`; hiển thị Toast ""Lưu thành công""; form chuyển sang trạng thái lock (read-only)"
"TC-038-06","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Lưu khi còn học viên chưa chấm","Functional","High","Có ít nhất 1 HV còn status=null","1. Chỉ điểm danh 20/24 HV | 2. Click ""Lưu điểm danh""","4 HV còn null","Hiển thị Confirm dialog cảnh báo còn HV chưa được chấm trước khi cho phép lưu tiếp"
"TC-038-07","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Nút Lưu điểm danh bị disabled khi chưa điểm danh ai","UI-Validation","Medium","Vào buổi học mới, tất cả HV status=null","1. Load trang buổi học chưa có điểm danh nào | 2. Quan sát nút ""Lưu điểm danh""","—","Nút ""Lưu điểm danh"" ở trạng thái disabled cho đến khi có ít nhất 1 HV được chấm"
"TC-038-08","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Chọn buổi học khác trong dropdown","Functional","Medium","Lớp có nhiều buổi học trong lịch sử","1. Click dropdown ""Buổi học"" | 2. Chọn ngày khác, ví dụ 13/05/2025","date=2025-05-13","Gọi lại `GET /api/teacher/attendance` với date mới; grid và stats load lại đúng dữ liệu của buổi đã chọn"
"TC-038-09","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Xem điểm danh buổi cũ đã lưu (read-only)","Functional","Medium","Buổi học 13/05/2025 đã được lưu điểm danh trước đó","1. Chọn buổi học cũ đã lưu","date đã lưu","Hiển thị trạng thái điểm danh của từng HV nhưng các nút trạng thái ở chế độ read-only, không cho chỉnh sửa"
"TC-038-10","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Tìm kiếm nhanh học viên trong grid","Functional","Medium","Grid có 24 HV","1. Nhập tên HV vào ô tìm kiếm nhanh, ví dụ ""Phương""","keyword=""Phương""","Grid chỉ hiển thị các HV có tên khớp từ khóa, các HV khác bị ẩn"
"TC-038-11","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Click avatar/tên học viên mở chi tiết điểm danh","Functional","Medium","Đã load trang","1. Click vào avatar hoặc tên một HV trong grid","student_id=1","Mở StudentAttendanceDetail (modal/panel chi tiết) của HV được chọn"
"TC-038-12","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Xuất báo cáo điểm danh","Functional","Medium","Đã load trang lớp có dữ liệu","1. Click nút ""Xuất báo cáo""","—","Trình duyệt tải xuống file báo cáo điểm danh (ví dụ Excel/PDF) chứa dữ liệu buổi học hiện tại"
"TC-038-13","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Xem thống kê chuyên cần theo tháng","Functional","Medium","Lớp có dữ liệu điểm danh trong tháng 5/2025","1. Gọi/điều hướng tới thống kê chuyên cần của lớp","class_id=10, month=5, year=2025","Gọi `GET /api/teacher/attendance/summary?class_id=10&month=5&year=2025`; trả về total_sessions, attendance_rate, danh sách by_student đúng định dạng"
"TC-038-14","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Donut chart hiển thị đúng tỷ lệ Có mặt/Vắng/Muộn","UI-Validation","Low","summary: present=20, absent=2, late=2, total=24","1. Load trang | 2. Quan sát donut chart","—","Donut chart chia theo đúng tỷ lệ 20/2/2 trên tổng 24, màu sắc khớp bảng trạng thái (xanh/đỏ/vàng)"
"TC-038-15","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Ghi chú điểm danh được lưu cùng buổi học","Functional","Medium","Đang điểm danh buổi hiện tại","1. Nhập nội dung vào textarea ""Ghi chú điểm danh"" | 2. Lưu điểm danh","note=""Lớp học tốt, 2 em vắng không phép""","Request `POST /api/teacher/attendance` chứa field `note` đúng nội dung đã nhập"
"TC-038-16","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Sidebar hiển thị danh sách vắng mặt đúng của lớp","Functional","Medium","Có 2 HV đang ở trạng thái Absent","1. Load trang, quan sát mục ""Danh sách vắng mặt"" trong sidebar","—","Sidebar hiển thị đúng 2 HV có status=absent, cập nhật realtime khi trạng thái HV thay đổi"
"TC-038-17","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Sidebar hiển thị thống kê điểm danh các lớp hôm nay","Functional","Low","GV phụ trách nhiều lớp có buổi học hôm nay","1. Load trang, quan sát mục ""Thống kê các lớp""","—","Sidebar hiển thị tổng quan điểm danh của các lớp GV phụ trách trong ngày hôm nay"
"TC-038-18","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Lỗi khi tải danh sách điểm danh","Error-Handling","Medium","API `GET /api/teacher/attendance` trả lỗi 500/timeout","1. Truy cập trang điểm danh khi API lỗi","—","Hiển thị thông báo lỗi phù hợp (Toast/EmptyState lỗi), không crash trang, có tùy chọn thử lại"
"TC-038-19","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Lỗi khi lưu điểm danh","Error-Handling","High","Đã điểm danh đủ HV, API `POST /api/teacher/attendance` trả lỗi","1. Điểm danh đủ HV | 2. Click ""Lưu điểm danh"" khi server lỗi","—","Hiển thị Toast báo lỗi lưu điểm danh, form KHÔNG bị lock, dữ liệu đã nhập vẫn giữ nguyên để GV thử lưu lại"
"TC-038-20","Teacher","Điểm danh","/attendance` hoặc `/classroom/{id}/attendance","038","Truy cập trang khi chưa đăng nhập","Permission","High","Chưa đăng nhập / token hết hạn","1. Truy cập trực tiếp URL `/attendance` khi chưa đăng nhập","—","Hệ thống redirect về trang đăng nhập, không hiển thị dữ liệu điểm danh"
"TC-039-01","Teacher","Học viên","/students","039","Load trang danh sách học viên mặc định","Functional","High","GV có 72 HV thuộc các lớp phụ trách","1. Truy cập `/students` | 2. Quan sát bảng và stats","—","Gọi `GET /api/teacher/students?page=1&limit=20`; hiển thị 20 HV đầu tiên, 4 statistic card Tổng=72, Đang học=68, Đã nghỉ=3, Mới=3 khớp `summary`"
"TC-039-02","Teacher","Học viên","/students","039","Tìm kiếm học viên theo tên","Functional","High","Danh sách đã load","1. Nhập ""Nguyễn"" vào ô tìm kiếm | 2. Quan sát kết quả","search=Nguyễn","Gọi API kèm `search=Nguyễn`, danh sách filter realtime chỉ hiện HV có tên khớp, trang hiện tại reset về page=1"
"TC-039-03","Teacher","Học viên","/students","039","Lọc theo lớp học","Functional","Medium","Có nhiều lớp trong dropdown","1. Chọn lớp ""Starters 2A"" ở filter Lớp học | 2. Click ""Lọc lại""","class_id=10","Chỉ hiển thị HV thuộc class_id=10, URL cập nhật `?class_id=10`"
"TC-039-04","Teacher","Học viên","/students","039","Lọc theo cấp độ (multi-checkbox)","Functional","Medium","Filter Cấp độ có Starters/Movers/Flyers/KET/PET","1. Tick ""Starters"" và ""Movers"" | 2. Click ""Lọc lại""","level=starters,movers","Gọi API với `level=starters,movers`, chỉ hiển thị HV thuộc 2 cấp độ đã chọn"
"TC-039-05","Teacher","Học viên","/students","039","Lọc theo trạng thái học viên","Functional","Medium","Dropdown trạng thái có Tất cả/Đang học/Bảo lưu/Đã nghỉ","1. Chọn ""Đang học"" | 2. Click ""Lọc lại""","status=active","Chỉ hiển thị HV có status=active, statistic ""Đang học"" vẫn phản ánh tổng toàn lớp (không đổi theo filter)"
"TC-039-06","Teacher","Học viên","/students","039","Lọc theo khoảng ngày nhập học","Functional","Medium","Filter có date range Từ - Đến","1. Chọn Từ 01/01/2025, Đến 31/05/2025 | 2. Click ""Lọc lại""","date_from=2025-01-01, date_to=2025-05-31","Chỉ hiển thị HV có enrolled_at nằm trong khoảng đã chọn"
"TC-039-07","Teacher","Học viên","/students","039","Kết hợp nhiều bộ lọc cùng lúc","Functional","Medium","—","1. Chọn lớp + cấp độ + trạng thái cùng lúc | 2. Click ""Lọc lại""","class_id=10, level=starters, status=active","Request chứa đầy đủ các query param đã chọn, kết quả thỏa mãn đồng thời tất cả điều kiện (AND)"
"TC-039-08","Teacher","Học viên","/students","039","Xóa bộ lọc","Functional","Medium","Đang áp dụng ít nhất 1 filter","1. Click ""Xóa bộ lọc""","—","Toàn bộ filter reset về mặc định, danh sách hiển thị lại đầy đủ 72 HV, URL query string được xóa"
"TC-039-09","Teacher","Học viên","/students","039","Click tên học viên điều hướng sang chi tiết","Functional","High","—","1. Click vào tên một HV trong bảng, ví dụ ""Nguyễn Thị Phương"" (id=1)","student_id=1","Điều hướng tới `/students/1` (màn hình [040] Chi tiết học viên)"
"TC-039-10","Teacher","Học viên","/students","039","Click ""Nhận xét"" mở form nhận xét học viên","Functional","Medium","—","1. Click nút ""Nhận xét"" ở cột Thao tác của một HV","student_id=1","Mở form/modal nhận xét cho HV được chọn"
"TC-039-11","Teacher","Học viên","/students","039","Click ""Nhắn tin"" mở cửa sổ tin nhắn","Functional","Medium","—","1. Click nút ""Nhắn tin"" ở cột Thao tác của một HV","student_id=1","Mở cửa sổ/panel nhắn tin với HV hoặc phụ huynh tương ứng"
"TC-039-12","Teacher","Học viên","/students","039","Phân trang - chuyển trang tiếp theo","Functional","Medium","Có 72 HV, 4 trang với limit=20","1. Click nút trang 2 hoặc ""Next""","page=2","Gọi API với `page=2`, bảng hiển thị HV thứ 21-40, phân trang hiển thị ""Hiển thị 21-40/72 học viên"""
"TC-039-13","Teacher","Học viên","/students","039","Đổi số lượng item mỗi trang","Functional","Medium","—","1. Chọn dropdown số item/trang = 50","limit=50","Gọi API với `limit=50`, bảng hiển thị tối đa 50 HV/trang, phân trang cập nhật lại số trang"
"TC-039-14","Teacher","Học viên","/students","039","Sắp xếp theo cột","Functional","Medium","—","1. Click header cột ""Điểm TB"" để sắp xếp | 2. Click lại để đảo chiều","sort_by=avg_score, sort_dir=asc/desc","Gọi API với `sort_by=avg_score&sort_dir=asc`, danh sách sắp xếp tăng dần; click lần 2 chuyển `sort_dir=desc`"
"TC-039-15","Teacher","Học viên","/students","039","Không có học viên thỏa điều kiện lọc","Edge-Case","Medium","Bộ lọc dẫn tới kết quả rỗng","1. Lọc theo tổ hợp không tồn tại HV nào, ví dụ level=pet + status=dropped","level=pet, status=dropped","Bảng hiển thị EmptyState với thông báo phù hợp, không lỗi trang trắng"
"TC-039-16","Teacher","Học viên","/students","039","Đồng bộ bộ lọc với URL query string","Functional","Medium","—","1. Áp dụng filter class_id=10, level=starters, status=active, page=1 | 2. Kiểm tra URL trình duyệt","—","URL hiển thị `/students?class_id=10&level=starters&status=active&page=1`; reload trang với URL này khôi phục đúng bộ lọc"
"TC-039-17","Teacher","Học viên","/students","039","Click ""Thêm học viên"" (có quyền)","Permission","Medium","Tài khoản GV có quyền thêm HV","1. Click nút ""Thêm học viên"" ở góc trên phải","—","Mở form/màn hình thêm học viên mới"
"TC-039-18","Teacher","Học viên","/students","039","Ẩn nút ""Thêm học viên"" khi không có quyền","Permission","Medium","Tài khoản GV không có quyền thêm HV","1. Truy cập `/students` với tài khoản không có quyền","—","Nút ""Thêm học viên"" không hiển thị trên toolbar"
"TC-039-19","Teacher","Học viên","/students","039","Statistic card hiển thị đúng số liệu tổng quan","UI-Validation","Low","summary trả về total=72, active=68, dropped=3, new_this_month=3","1. Load trang, đối chiếu 4 statistic card","—","Các card Tổng học viên/Đang học/Đã nghỉ/Mới hiển thị đúng giá trị 72/68/3/3"
"TC-039-20","Teacher","Học viên","/students","039","Lỗi khi tải danh sách học viên","Error-Handling","Medium","API `GET /api/teacher/students` trả lỗi 500","1. Truy cập `/students` khi API lỗi","—","Hiển thị thông báo lỗi tải dữ liệu, không crash trang, có phương án thử lại"
"TC-040-01","Teacher","Chi tiết học viên","/student/{id}","040","Load trang chi tiết học viên hợp lệ","Functional","High","HV id=1 ""Nguyễn Minh An"" thuộc lớp GV phụ trách","1. Truy cập `/student/1` | 2. Quan sát profile card + 5 stat card","student_id=1","Gọi `GET /api/teacher/students/1`; hiển thị đúng tên, avatar, lớp ""Starters 2A"", trạng thái ""Đang học"""
"TC-040-02","Teacher","Chi tiết học viên","/student/{id}","040","Stat card hiển thị đúng 5 chỉ số","UI-Validation","High","stats trả về attendance_rate=85, avg_score=8.2, homework_completion=98, total_sessions=12, points=5","1. Load trang, đối chiếu 5 card","—","Card Chuyên cần=85%, Điểm TB=8.2, Bài tập=98%, Buổi học=12, Điểm=5 hiển thị đúng"
"TC-040-03","Teacher","Chi tiết học viên","/student/{id}","040","Tab ""Tổng quan"" active mặc định khi vào trang","Functional","Medium","—","1. Truy cập `/student/1` lần đầu","—","Tab ""Tổng quan"" được active mặc định, hiển thị đầy đủ các section: tiến độ, kỹ năng, lịch học, nhận xét, thành tích"
"TC-040-04","Teacher","Chi tiết học viên","/student/{id}","040","Click tab ""Điểm số""","Functional","High","—","1. Click tab ""Điểm số""","—","`studentDetailStore.setActiveTab('score')` được gọi, hiển thị bảng điểm của học viên"
"TC-040-05","Teacher","Chi tiết học viên","/student/{id}","040","Click tab ""Bài tập""","Functional","High","—","1. Click tab ""Bài tập""","—","Hiển thị danh sách bài tập của học viên (đã giao/đã nộp/điểm)"
"TC-040-06","Teacher","Chi tiết học viên","/student/{id}","040","Click tab ""Tài liệu""","Functional","Medium","—","1. Click tab ""Tài liệu""","—","Hiển thị danh sách tài liệu học tập đã chia sẻ cho học viên"
"TC-040-07","Teacher","Chi tiết học viên","/student/{id}","040","Line chart tiến độ học tập render đúng dữ liệu","UI-Validation","Medium","API progress trả `chart_data` 2 điểm: Tuần 1=7.5, Tuần 2=8.0","1. Ở tab Tổng quan, quan sát chart ""Tiến độ học tập""","—","Gọi `GET /api/teacher/students/1/progress`; line chart vẽ đúng 2 điểm dữ liệu theo trục tuần"
"TC-040-08","Teacher","Chi tiết học viên","/student/{id}","040","Bar chart kỹ năng hiển thị đúng 4 kỹ năng","UI-Validation","Medium","skills: listening=82, speaking=70, reading=78, writing=65","1. Quan sát khu vực ""Kỹ năng""","—","Hiển thị đúng 4 horizontal bar: Listening 82%, Speaking 70%, Reading 78%, Writing 65%"
"TC-040-09","Teacher","Chi tiết học viên","/student/{id}","040","Lịch học tiếp theo hiển thị đúng buổi sắp tới","Functional","Medium","API schedule trả 1 session ngày 20/05/2025","1. Quan sát bảng ""Lịch học tiếp theo""","—","Gọi `GET /api/teacher/students/1/schedule`; bảng hiển thị đúng Ngày 20/05/2025, Giờ 08:00-09:30, Lớp Starters 2A, Phòng 01"
"TC-040-10","Teacher","Chi tiết học viên","/student/{id}","040","Nhận xét gần đây hiển thị đúng","Functional","Medium","API comments trả về danh sách nhận xét","1. Quan sát mục ""Nhận xét gần đây""","—","Gọi `GET /api/teacher/students/1/comments`; hiển thị 3-5 nhận xét gần nhất, mỗi item có nội dung, ngày, tên GV"
"TC-040-11","Teacher","Chi tiết học viên","/student/{id}","040","Thành tích & Huy hiệu hiển thị đúng badges","Functional","Medium","API achievements trả về badges","1. Quan sát mục ""Thành tích & Huy hiệu""","—","Gọi `GET /api/teacher/students/1/achievements`; hiển thị grid badge icon + mô tả + ngày đạt được"
"TC-040-12","Teacher","Chi tiết học viên","/student/{id}","040","Tài liệu học tập hiển thị danh sách file","Functional","Low","—","1. Quan sát mục ""Tài liệu học tập""","—","Hiển thị danh sách file tài liệu đã chia sẻ với học viên (nếu có)"
"TC-040-13","Teacher","Chi tiết học viên","/student/{id}","040","Click nút ""Nhận xét"" mở form tạo nhận xét","Functional","High","—","1. Click nút ""Nhận xét"" trên StudentProfileCard","—","Mở form tạo nhận xét cho học viên hiện tại (liên kết màn hình [041])"
"TC-040-14","Teacher","Chi tiết học viên","/student/{id}","040","Click nút ""Nhắn tin""","Functional","Medium","—","1. Click nút ""Nhắn tin"" trên StudentProfileCard","—","Mở cửa sổ/luồng nhắn tin với học viên hoặc phụ huynh"
"TC-040-15","Teacher","Chi tiết học viên","/student/{id}","040","Click nút ""Ghi chú""","Functional","Medium","—","1. Click nút ""Ghi chú"" trên StudentProfileCard","—","Mở khu vực nhập/xem ghi chú riêng của giáo viên về học viên"
"TC-040-16","Teacher","Chi tiết học viên","/student/{id}","040","Truy cập học viên không tồn tại","Error-Handling","High","id không tồn tại trong hệ thống","1. Truy cập `/student/99999`","student_id=99999","Hiển thị trang/khối 404 ""Học viên không tồn tại"""
"TC-040-17","Teacher","Chi tiết học viên","/student/{id}","040","Truy cập học viên không thuộc quyền quản lý","Permission","High","HV thuộc lớp GV khác không phụ trách","1. Truy cập `/student/{id}` của HV không thuộc lớp mình","—","Hệ thống redirect người dùng về trang danh sách học viên `/students`"
"TC-040-18","Teacher","Chi tiết học viên","/student/{id}","040","Lỗi khi tải thông tin học viên","Error-Handling","High","API `GET /api/teacher/students/{id}` trả lỗi 500","1. Truy cập `/student/1` khi API lỗi","—","Hiển thị Toast ""Không thể tải thông tin học viên"""
"TC-040-19","Teacher","Chi tiết học viên","/student/{id}","040","Không có lịch học sắp tới","Edge-Case","Low","API schedule trả về sessions rỗng","1. Truy cập trang HV không có buổi học sắp tới","—","Bảng ""Lịch học tiếp theo"" hiển thị EmptyState phù hợp, không lỗi"
"TC-040-20","Teacher","Chi tiết học viên","/student/{id}","040","Không có nhận xét nào","Edge-Case","Low","API comments trả về data rỗng","1. Truy cập trang HV chưa có nhận xét nào","—","Mục ""Nhận xét gần đây"" hiển thị EmptyState phù hợp"
"TC-041-01","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Load trang Nhận xét & Đánh giá","Functional","High","Lớp có 18 HV, đã có 124 nhận xét","1. Truy cập `/classroom/10/feedback` | 2. Quan sát StatHeader và bảng danh sách","class_id=10","Gọi `GET /api/teacher/feedbacks?class_id=10`; StatHeader hiển thị đúng Số HV=18, % đánh giá=86%, Tổng nhận xét=124, Sao TB=4.8, % hài lòng=98%; bảng hiển thị danh sách HV kèm điểm TB, nhận xét gần nhất"
"TC-041-02","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Click học viên trong bảng để xem chi tiết","Functional","High","Bảng đã có dữ liệu HV ""Minh Anh""","1. Click vào dòng HV ""Minh Anh"" trong StudentFeedbackTable","student_id=1","Panel phải (StudentDetailPanel) load đúng dữ liệu kỹ năng (skill bars, radar chart) và nhận xét mới nhất của ""Minh Anh""; dòng HV được highlight"
"TC-041-03","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Click ""+ Thêm nhận xét"" mở modal FeedbackForm","Functional","High","Đã chọn 1 học viên ở panel phải","1. Click nút ""+ Thêm nhận xét""","—","Mở modal FeedbackForm với các field: Đánh giá tổng thể (star), Nghe/Nói/Đọc/Viết (number), Nội dung nhận xét (textarea), Kỳ đánh giá (select)"
"TC-041-04","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Submit nhận xét hợp lệ với đầy đủ thông tin","Functional","High","Modal FeedbackForm đang mở","1. Chọn rating=4 sao | 2. Nhập listening_score=6.2, speaking_score=5.5, reading_score=7.0, writing_score=4.8 | 3. Nhập content=""Học viên cần cải thiện Speaking..."" | 4. Chọn period=""2025-05"" | 5. Click Lưu","student_id=1, class_id=10, rating=4, content hợp lệ","Gọi `POST /api/teacher/feedbacks`; response 201 trả về id, content, created_at; modal đóng, danh sách/nhận xét mới nhất cập nhật; hiển thị thông báo lưu thành công"
"TC-041-05","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Submit thiếu nội dung nhận xét","UI-Validation","High","Modal FeedbackForm đang mở","1. Bỏ trống field ""Nội dung nhận xét"" | 2. Click Lưu","content=""""","Hiển thị lỗi ""Vui lòng nhập nội dung nhận xét"" ngay dưới field, không gọi API, modal không đóng"
